BPS Employee ID,Worker ID,Original Bargaining Unit ID
153825,aa874f86-e5eb-4f47-b0ba-4ab0b1b1424d,NULL
153901,9beb341f-b19f-4c1c-bca5-21a8e6fa51b2,NULL
153939,6c5e3f95-1f1a-424c-b3ec-f6b578cbdd9b,NULL
153968,e8ecff49-b4f6-49a3-b652-672798d19469,NULL
153977,187a8094-d8bf-42e2-8ab5-7fbb2202de36,NULL
154023,c0357821-d215-4e16-ac83-69638ea7de02,NULL
154085,ef3902b6-9d61-4135-9932-9c0349efded5,NULL
154467,c125f80c-ca5b-4443-ad92-eabe1839dd8e,NULL
155504,de9338a0-6803-4658-bb19-295b2eacb202,NULL
156002,e2a7787a-03df-4531-add4-985a8502c529,NULL
156329,220c7af4-65be-4e16-8c9c-99242942b4dc,NULL
156700,491b5008-429b-430e-9da4-114b5e1c4ba8,NULL
156769,f7ae22ac-6bd1-403b-9969-8864a79857c7,NULL
156888,a597216c-fbd7-40f7-a4d4-b0ab7c53644a,NULL
156892,4c2e052d-e810-40bd-aff0-f85ffbb5cca5,NULL
157053,f7c73c9d-e448-4b8a-8f4f-9781c3ffa018,NULL
157138,e836ccfa-4654-4d65-a3b7-622020fe8079,NULL
157880,4a57d977-c11e-419e-b206-bacf064e8f51,NULL
158286,82fedf1c-11b1-4803-b7dc-89b51bba90a6,NULL
159206,c54e8089-4d71-46b9-8277-cc4f677077a4,NULL
159676,0b1540b2-35b5-4e53-a9ea-25419ae71411,NULL
160503,dc05827f-23b0-4b67-8fb9-bf7d5a13eef4,NULL
161301,ae07254d-ded0-4af2-a5c0-1b29745c68c9,NULL
161344,04ce06f5-8a77-4941-b950-b7276f35865c,NULL
161377,5fec3b44-1ac6-4451-82e0-7a768dff08ee,NULL
161500,d9bb4a71-f4a4-4772-b522-c6d759dc438d,NULL
161545,3693fa79-5442-442a-942e-69cb719bded6,NULL
161809,23389db9-6583-477c-a270-fe04d29fee20,NULL
162060,6079e564-3831-469a-a3ef-796256a63851,NULL
162073,6439e0ff-52ea-45d3-9620-8de28ba09811,NULL
162101,081a0261-7a82-4bb4-9d84-36a9858357ee,NULL
162148,5cf85fc6-74c8-496d-8773-e6c961d18375,NULL
162299,5eea6106-6840-43d6-9f28-ccd7ba187739,NULL
162989,aa509bc1-42a6-47ea-96ea-8043cafbcb25,NULL
163163,93319dee-5a7d-4528-bb2e-ca088d299f2e,NULL
163165,e9a0e934-3e12-45a2-8984-08bc82699a18,NULL
163213,57c32331-7c11-47af-aef7-85ac43c8b2fc,NULL
163283,841800c0-3c4d-412d-a291-564291dd91de,NULL
163347,17e3fc19-b86b-4faf-9b7b-0c6a8422fde4,NULL
163432,47574b70-5fc5-4011-8fa7-5c3277e05e29,NULL
163475,360d3110-cb49-4275-86a1-01d4d9e8adaf,NULL
163488,74438901-404c-412e-9458-0a4048826c39,NULL
163514,c0c64f7b-184b-4dd0-9eff-ef6b4849c6a0,NULL
163692,9b6954bb-c4e1-466a-ad64-981d793f82b7,NULL
163732,87ed369c-956b-4711-9afa-18436749f1bb,NULL
163746,5fb4804a-9645-4f14-b376-4d49417c71e4,NULL
163920,846d76d7-9651-4c14-b7f1-aac666358f28,NULL
163960,c0931a08-c6c1-4d8c-896f-7d846a1b5d7f,NULL
163970,f0f37f3e-7631-443c-9645-441beb7050ff,NULL
164077,817c62ac-eacb-4a63-a624-b2b4e2dd5b01,NULL
164078,737d9943-ee68-4964-a999-368a90084c38,NULL
165180,d3d477a3-f4e2-45b1-8cf3-ea155a14b217,NULL
165377,078458e5-cfbb-4f2a-ae88-8627c05a9244,NULL
165595,544adad0-609b-46bb-87d8-2fb767d32b94,NULL
