feeds_item	8	hash	varchar	varchar(32)	NO	''		utf8mb3
feeds_log	1	flid	int	int(11)	NO	~NULL~	PRI	
feeds_log	2	id	varchar	varchar(128)	NO	''	MUL	utf8mb3
feeds_log	3	feed_nid	int	int(10) unsigned	NO	~NULL~		
feeds_log	4	log_time	int	int(11)	NO	0	MUL	
feeds_log	5	request_time	int	int(11)	NO	0	MUL	
feeds_log	6	type	varchar	varchar(64)	NO	''	MUL	utf8mb3
feeds_log	7	message	longtext	longtext	NO	~NULL~		utf8mb3
feeds_log	8	variables	longblob	longblob	NO	~NULL~		
feeds_log	9	severity	tinyint	tinyint(3) unsigned	NO	0		
feeds_push_subscriptions	1	domain	varchar	varchar(128)	NO	''	PRI	utf8mb3
feeds_push_subscriptions	2	subscriber_id	int	int(10) unsigned	NO	0	PRI	
feeds_push_subscriptions	3	timestamp	int	int(11)	NO	0	MUL	
feeds_push_subscriptions	4	hub	text	text	NO	~NULL~		utf8mb3
feeds_push_subscriptions	5	topic	text	text	NO	~NULL~		utf8mb3
feeds_push_subscriptions	6	secret	varchar	varchar(128)	NO	''		utf8mb3
feeds_push_subscriptions	7	status	varchar	varchar(64)	NO	''		utf8mb3
feeds_push_subscriptions	8	post_fields	text	text	YES	NULL		utf8mb3
feeds_source	1	id	varchar	varchar(128)	NO	''	PRI	utf8mb3
feeds_source	2	feed_nid	int	int(10) unsigned	NO	0	PRI	
feeds_source	3	config	longblob	longblob	YES	NULL		
feeds_source	4	source	text	text	NO	~NULL~		utf8mb3
feeds_source	5	state	longblob	longblob	YES	NULL		
feeds_source	6	fetcher_result	longblob	longblob	YES	NULL		
feeds_source	7	imported	int	int(10) unsigned	NO	0		
fieldset_helper_state_manager	1	id	int	int(10) unsigned	NO	~NULL~	PRI	
fieldset_helper_state_manager	2	path	varchar	varchar(255)	NO	~NULL~	MUL	utf8mb3
fieldset_helper_state_manager	3	element_id	varchar	varchar(255)	NO	~NULL~		utf8mb3
field_config	1	id	int	int(11)	NO	~NULL~	PRI	
field_config	2	field_name	varchar	varchar(32)	NO	~NULL~	MUL	utf8mb3
field_config	3	type	varchar	varchar(128)	NO	~NULL~	MUL	utf8mb3
field_config	4	module	varchar	varchar(128)	NO	''	MUL	utf8mb3
field_config	5	active	tinyint	tinyint(4)	NO	0	MUL	
field_config	6	storage_type	varchar	varchar(128)	NO	~NULL~	MUL	utf8mb3
field_config	7	storage_module	varchar	varchar(128)	NO	''	MUL	utf8mb3
field_config	8	storage_active	tinyint	tinyint(4)	NO	0	MUL	
field_config	9	locked	tinyint	tinyint(4)	NO	0		
field_config	10	data	longblob	longblob	NO	~NULL~		
field_config	11	cardinality	tinyint	tinyint(4)	NO	0		
field_config	12	translatable	tinyint	tinyint(4)	NO	0		
field_config	13	deleted	tinyint	tinyint(4)	NO	0	MUL	
field_config_instance	1	id	int	int(11)	NO	~NULL~	PRI	
field_config_instance	2	field_id	int	int(11)	NO	~NULL~		
field_config_instance	3	field_name	varchar	varchar(32)	NO	''	MUL	utf8mb3
field_config_instance	4	entity_type	varchar	varchar(32)	NO	''		utf8mb3
field_config_instance	5	bundle	varchar	varchar(128)	NO	''		utf8mb3
field_config_instance	6	data	longblob	longblob	NO	~NULL~		
field_config_instance	7	deleted	tinyint	tinyint(4)	NO	0	MUL	
